False_Positive_Rate,True_Positive_Rate
0.09371428571428571,0.7255
0.09414285714285714,0.7255
0.09414285714285714,0.7285
0.09428571428571429,0.7285
0.09428571428571429,0.729
0.09471428571428571,0.729
0.09471428571428571,0.731
0.09485714285714286,0.731
0.09485714285714286,0.7315
0.095,0.7315
0.095,0.7325
0.09514285714285714,0.7325
0.09514285714285714,0.733
0.09542857142857143,0.733
0.09542857142857143,0.7335
0.09557142857142857,0.7335
0.09557142857142857,0.737
0.09571428571428571,0.737
0.09571428571428571,0.7385
0.096,0.7385
0.096,0.739
0.09671428571428571,0.739
0.09671428571428571,0.7395
0.097,0.7395
0.097,0.7405
0.09785714285714285,0.7405
0.09785714285714285,0.741
0.098,0.741
0.098,0.7415
0.09842857142857143,0.7415
0.09842857142857143,0.742
0.09857142857142857,0.742
0.09857142857142857,0.7425
0.09971428571428571,0.7425
0.09971428571428571,0.7435
0.10028571428571428,0.7435
0.10028571428571428,0.744
0.10057142857142858,0.744
0.10057142857142858,0.746
0.10085714285714285,0.746
0.10085714285714285,0.7465
0.10114285714285715,0.7465
0.10114285714285715,0.7475
0.10171428571428572,0.7475
0.10171428571428572,0.748
0.10214285714285715,0.748
0.10214285714285715,0.7485
0.10242857142857142,0.7485
0.10242857142857142,0.749
0.10257142857142858,0.749
0.10257142857142858,0.7495
0.10271428571428572,0.7495
0.10271428571428572,0.75
0.10285714285714286,0.75
0.10285714285714286,0.7515
0.10328571428571429,0.7515
0.10328571428571429,0.753
0.10414285714285715,0.753
0.10414285714285715,0.7545
0.10428571428571429,0.7545
0.10428571428571429,0.756
0.10471428571428572,0.756
0.10471428571428572,0.7565
0.10485714285714286,0.7565
0.10485714285714286,0.7575
0.105,0.7575
0.105,0.7585
0.10528571428571429,0.7585
0.10528571428571429,0.759
0.10557142857142857,0.759
0.10557142857142857,0.7595
0.10571428571428572,0.7595
0.10571428571428572,0.7605
0.10628571428571429,0.7605
0.10628571428571429,0.762
0.10642857142857143,0.762
0.10642857142857143,0.763
0.10657142857142857,0.763
0.10657142857142857,0.7635
0.10685714285714286,0.7635
0.10685714285714286,0.765
0.107,0.765
0.107,0.7655
0.10728571428571429,0.7655
0.10728571428571429,0.7665
0.10742857142857143,0.7665
0.10742857142857143,0.767
0.10757142857142857,0.767
0.10757142857142857,0.768
0.10842857142857143,0.768
0.10842857142857143,0.771
0.10871428571428571,0.771
0.10871428571428571,0.7715
0.10885714285714286,0.7715
0.10885714285714286,0.772
0.109,0.772
0.109,0.774
0.10914285714285714,0.774
0.10914285714285714,0.775
0.10957142857142857,0.775
0.10957142857142857,0.776
0.10971428571428571,0.776
0.10971428571428571,0.777
0.10985714285714286,0.777
0.10985714285714286,0.778
0.11,0.778
0.11,0.7785
0.11028571428571429,0.7785
0.11028571428571429,0.78
0.11042857142857143,0.78
0.11042857142857143,0.7805
0.11142857142857143,0.7805
0.11142857142857143,0.781
0.11171428571428571,0.781
0.11171428571428571,0.7825
0.112,0.7825
0.112,0.783
0.11214285714285714,0.783
0.11214285714285714,0.7835
0.11242857142857143,0.7835
0.11242857142857143,0.784
0.11257142857142857,0.784
0.11257142857142857,0.7845
0.11271428571428571,0.7845
